"sep=,"
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/debug.c.xml,SM_VA_STD;_FFR_DEBUG_PID_TIME
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/errstring.c.xml,LDAPMAP;LDAP_URL_ERR_BADATTRS;LDAP_URL_ERR_BADENCLOSURE;LDAP_URL_ERR_BADEXTS;LDAP_URL_ERR_BADFILTER;LDAP_URL_ERR_BADHOST;LDAP_URL_ERR_BADSCHEME;LDAP_URL_ERR_BADSCOPE;LDAP_URL_ERR_BADURL;LDAP_URL_ERR_MEM;LDAP_URL_ERR_NODN;LDAP_URL_ERR_NOTLDAP;LDAP_URL_ERR_PARAM;NAMED_BIND
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/exc.c.xml,SM_VA_STD
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/fclose.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/feof.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/ferror.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/fflush.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/fget.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/findfp.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/flags.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/fopen.c.xml,SM_RPOOL
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/fpos.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/fprintf.c.xml,SM_VA_STD
