projectandfeature,methodname,totaltraces,truetraces,precision,recall
libxml2-2.9.3-xmlxpathnodesetadd,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmltextwriterendpi,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlxpathnodesetsort,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-with_tim_sort,Classic vector model,96,1,0.0,0.0
libxml2-2.9.3-xmlgetfeature,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlschemavalidatefacet,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-xmlucsiscatpd,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-debug_regexp_algo,Classic vector model,66,1,0.0,0.0
libxml2-2.9.3-bottom_debugxml,Classic vector model,55,1,0.01818181818181818,1.0
libxml2-2.9.3-debug_tree,Classic vector model,105,1,0.009523809523809525,1.0
libxml2-2.9.3-xmlxpathisnodetype,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlparserprintfilecontext,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-use_longlong,Classic vector model,124,1,0.0,0.0
libxml2-2.9.3-xmlxpathfreeparsercontext,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmltextreaderdepth,Classic vector model,10,1,0.1,1.0
libxml2-2.9.3-espipe,Classic vector model,2,1,0.5,1.0
libxml2-2.9.3-xmlgcmemsetup,Classic vector model,3,1,0.3333333333333333,1.0
libxml2-2.9.3-xmlsax2initdefaultsaxhandler,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-xmltextwriterwritevformatstring,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlfreeelementtable,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlschemavalidatesetlocator,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmlxpathregistervariablens,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmltextwriterwritestring,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-enoent,Classic vector model,3,1,0.3333333333333333,1.0
libxml2-2.9.3-xmlxincludeprocessnode,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmlnewcharencodinghandler,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlnanohttpsave,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlstringcurrentchar,Classic vector model,11,1,0.09090909090909091,1.0
libxml2-2.9.3-xmlisdigit,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-xmlucsiscatsc,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-xmlrelaxngparse,Classic vector model,15,1,0.06666666666666667,1.0
libxml2-2.9.3-xmlschemacheckfacet,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmlucsisrunic,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmllinenumbersdefault,Classic vector model,15,1,0.06666666666666667,1.0
libxml2-2.9.3-xmlregisterdefaultoutputcallbacks,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-xmlencodespecialchars,Classic vector model,9,1,0.1111111111111111,1.0
libxml2-2.9.3-xmlucsisyijinghexagramsymbols,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-valuepush,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-xmlxpathevalexpression,Classic vector model,10,1,0.1,1.0
libxml2-2.9.3-xmltextwriterwritevformatdtd,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-htmlsetmetaencoding,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-xmlreconciliatens,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlxpathregisterns,Classic vector model,14,1,0.07142857142857142,1.0
libxml2-2.9.3-xmlxpathsubstringbeforefunction,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlparsererror,Classic vector model,25,1,0.04,1.0
libxml2-2.9.3-debug_xinclude,Classic vector model,67,1,0.0,0.0
libxml2-2.9.3-trio_bsd,Classic vector model,11,1,0.0,0.0
libxml2-2.9.3-xmlstrequal,Classic vector model,37,1,0.02702702702702703,1.0
libxml2-2.9.3-xmlxpathregisterfunc,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-xmlvalidateattributevalue,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-trio_platform_unix,Classic vector model,25,1,0.04,1.0
libxml2-2.9.3-xmlfreereftable,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-eexist,Classic vector model,2,1,0.5,1.0
libxml2-2.9.3-xmlucsistagbanwa,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlhashcopy,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-xmlreaddoc,Classic vector model,9,1,0.1111111111111111,1.0
libxml2-2.9.3-use_strncasecmp,Classic vector model,118,1,0.0,0.0
libxml2-2.9.3-xmlstreampushnode,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmlhasprop,Classic vector model,9,1,0.1111111111111111,1.0
libxml2-2.9.3-xmladdprevsibling,Classic vector model,10,1,0.1,1.0
libxml2-2.9.3-xmlloadsgmlsupercatalog,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-xmlschemanewfacet,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-xmlxpathisinf,Classic vector model,9,1,0.1111111111111111,1.0
libxml2-2.9.3-xmlparserinputbuffercreatefd,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlexpnewatom,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlxpathnodesetcreate,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmltextreadergetparserprop,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmltextreaderseterrorhandler,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmlcleanupoutputcallbacks,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-xmlbuildqname,Classic vector model,11,1,0.09090909090909091,1.0
libxml2-2.9.3-xmlschemaparse,Classic vector model,16,1,0.0625,1.0
libxml2-2.9.3-htmlparseentityref,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlparseelementdecl,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-bottom_xmlstring,Classic vector model,57,1,0.017543859649122806,1.0
libxml2-2.9.3-libxml_pattern_enabled,Classic vector model,78,1,0.01282051282051282,1.0
libxml2-2.9.3-xmltextreadergetparserlinenumber,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-debug_loader,Classic vector model,66,1,0.0,0.0
libxml2-2.9.3-xmltextwriterstartattributens,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlparsemarkupdecl,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-isinf,Classic vector model,15,3,0.2,1.0
libxml2-2.9.3-libxml_attr_format,Classic vector model,111,1,0.0,0.0
libxml2-2.9.3-htmlnodedumpfileformat,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlucsismiscellaneoussymbols,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlrootnode,Classic vector model,1,1,1.0,1.0
libxml2-2.9.3-xmlschemanewmemparserctxt,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-xmlthrdefsetstructurederrorfunc,Classic vector model,3,1,0.3333333333333333,1.0
libxml2-2.9.3-qualifier_quad,Classic vector model,1,1,1.0,1.0
libxml2-2.9.3-o_nonblock,Classic vector model,1,1,1.0,1.0
libxml2-2.9.3-xmlthrdefregisternodedefault,Classic vector model,3,1,0.3333333333333333,1.0
libxml2-2.9.3-xmlshellcat,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlautomatanewnegtrans,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmlgetutf8char,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-bottom_htmlparser,Classic vector model,56,1,0.017857142857142856,1.0
libxml2-2.9.3-have_resolv_h,Classic vector model,80,1,0.0125,1.0
libxml2-2.9.3-xmlcleanupglobals,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlparsedoctypedecl,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-xmlsettreedoc,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlsaxparsememory,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-qualifier_fixed_size,Classic vector model,99,1,0.0,0.0
libxml2-2.9.3-debug_sax,Classic vector model,71,1,0.0,0.0
libxml2-2.9.3-xmlucsisdeseret,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlucsisbraillepatterns,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlparseurireference,Classic vector model,9,1,0.1111111111111111,1.0
libxml2-2.9.3-xmltextwriterstartelement,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-libxml_push_enabled,Classic vector model,77,1,0.0,0.0
libxml2-2.9.3-xmlucsismiscellaneoustechnical,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlshellprintxpatherror,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-_winsockapi_,Classic vector model,3,1,0.3333333333333333,1.0
libxml2-2.9.3-bottom_entities,Classic vector model,75,1,0.0,0.0
libxml2-2.9.3-xmlxptrnewlocationsetnodeset,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlreaderforfd,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-bottom_relaxng,Classic vector model,62,1,0.016129032258064516,1.0
libxml2-2.9.3-xmlhashremoveentry3,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlmemblocks,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmltextreaderclose,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-debug_memory,Classic vector model,90,1,0.0,0.0
libxml2-2.9.3-xmlucsiscatm,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-xmlgetencodingalias,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlucsiscatme,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-xmlxpathobjectcopy,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmlioftpmatch,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlxpathvariablelookupns,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmldictgetusage,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmliscombining,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-xmlucsiscatsm,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-xmlschemafreeparserctxt,Classic vector model,12,1,0.08333333333333333,1.0
libxml2-2.9.3-xmlsaveuri,Classic vector model,10,1,0.1,1.0
libxml2-2.9.3-xmloutputbufferclose,Classic vector model,9,1,0.1111111111111111,1.0
libxml2-2.9.3-xmlparsecontent,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-xmlxpathregisterfunclookup,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmlmoduleclose,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmlxpathnewboolean,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-debug_grammar,Classic vector model,63,1,0.0,0.0
libxml2-2.9.3-xmlucsisprivateuse,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlparsepereference,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-xmlucsiscatpi,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-xmlucsissupplementalarrowsa,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlexpref,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlucsishebrew,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlschemavalidatelengthfacet,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-htmlencodeentities,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-eisdir,Classic vector model,2,1,0.5,1.0
libxml2-2.9.3-xmlvalidatenmtokensvalue,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlnanoftpgetconnection,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlucsiscypriotsyllabary,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlreadernewio,Classic vector model,3,1,0.3333333333333333,1.0
libxml2-2.9.3-xmlhashcreatedict,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-use_sys_errlist,Classic vector model,109,1,0.0,0.0
libxml2-2.9.3-xmlbufnodedump,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlucsisyiradicals,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlxptrevalrangepredicate,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmltextwriterstartcomment,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-libxml_attr_alloc_size,Classic vector model,124,1,0.0,0.0
libxml2-2.9.3-xmlschemavalpredeftypenode,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-without_trio,Classic vector model,51,1,0.0,0.0
libxml2-2.9.3-xmlvalidateattributedecl,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-xmlparserinputbuffercreateio,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-xmltextreaderquotechar,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlschemasetparserstructurederrors,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlucsishighprivateusesurrogates,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlnanoftpclose,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmltextreadermovetoattributeno,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlcatalogsetdefaultprefer,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlsavetofd,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmlxptrnewrangenodes,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-have_fcntl_h,Classic vector model,64,1,0.0,0.0
libxml2-2.9.3-path_max,Classic vector model,93,1,0.010752688172043012,1.0
libxml2-2.9.3-isfinite,Classic vector model,2,1,0.5,1.0
libxml2-2.9.3-trio_free,Classic vector model,119,1,0.0,0.0
libxml2-2.9.3-xmltextwriterwriteformatraw,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmldictcreate,Classic vector model,12,1,0.08333333333333333,1.0
libxml2-2.9.3-xmlxpathtranslatefunction,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlsax2endelement,Classic vector model,9,1,0.1111111111111111,1.0
libxml2-2.9.3-qualifier_rounding_upper,Classic vector model,14,1,0.07142857142857142,1.0
libxml2-2.9.3-xmlucsisvariationselectorssupplement,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xp_optimized_filter_first,Classic vector model,92,1,0.0,0.0
libxml2-2.9.3-xmlcreatepushparserctxt,Classic vector model,11,1,0.09090909090909091,1.0
libxml2-2.9.3-xmlucsiscontrolpictures,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-trio_platform_mpeix,Classic vector model,19,1,0.05263157894736842,1.0
libxml2-2.9.3-with_trio,Classic vector model,103,1,0.0,0.0
libxml2-2.9.3-xmlexpnewor,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlxpathroot,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-bottom_valid,Classic vector model,58,1,0.0,0.0
libxml2-2.9.3-xmlxpathcaststringtonumber,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlstrcasestr,Classic vector model,10,1,0.1,1.0
libxml2-2.9.3-dict_debug_patterns,Classic vector model,77,1,0.0,0.0
libxml2-2.9.3-xmlcopydocelementcontent,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlswitchencoding,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-_o_binary,Classic vector model,22,1,0.045454545454545456,1.0
libxml2-2.9.3-xmlshellprintnode,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-xmlregexecnextvalues,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-have_fscanf,Classic vector model,67,1,0.014925373134328358,1.0
libxml2-2.9.3-xmlcreateintsubset,Classic vector model,11,1,0.09090909090909091,1.0
libxml2-2.9.3-xmlxpathstartswithfunction,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-have_beos_threads,Classic vector model,65,1,0.015384615384615385,1.0
libxml2-2.9.3-xmladdnotationdecl,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmlxptrnewrangepoints,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlsax2hasexternalsubset,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-_file_offset_bits,Classic vector model,101,1,0.0,0.0
libxml2-2.9.3-trio_int8_t,Classic vector model,12,1,0.08333333333333333,1.0
libxml2-2.9.3-xmlstreamwantsanynode,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmlnodesetspacepreserve,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-debug_err,Classic vector model,88,1,0.0,0.0
libxml2-2.9.3-xmlloadcatalogs,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-xmlsax2inithtmldefaultsaxhandler,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmllasterror,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-emsgsize,Classic vector model,3,1,0.3333333333333333,1.0
libxml2-2.9.3-xmlxpathstringevalnumber,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlgetexternalentityloader,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-debug_grow,Classic vector model,65,1,0.0,0.0
libxml2-2.9.3-xmlxpathnodesetdel,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlfreeparserinputbuffer,Classic vector model,14,1,0.07142857142857142,1.0
libxml2-2.9.3-_posix_c_source,Classic vector model,59,1,0.01694915254237288,1.0
libxml2-2.9.3-xmlthrdefparserdebugentities,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-xmlrelaxnggetvaliderrors,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmlxincludeprocesstree,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlschemagetbuiltinlistsimpletypeitemtype,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlucsiscatlu,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-xmlparserinputbufferpush,Classic vector model,9,1,0.1111111111111111,1.0
libxml2-2.9.3-xmlxpathaddvalues,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmluriunescapestring,Classic vector model,9,1,0.1111111111111111,1.0
libxml2-2.9.3-xmldumpattributetable,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlnewdoc,Classic vector model,19,1,0.05263157894736842,1.0
libxml2-2.9.3-xmlsavetoio,Classic vector model,3,1,0.3333333333333333,1.0
libxml2-2.9.3-xmlschemavaluegetasstring,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmlautomatasetfinalstate,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-xmlmoduleopen,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-bottom_xmlmodule,Classic vector model,48,1,0.0,0.0
libxml2-2.9.3-xmlucsiscatzl,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-xmlxpathcastnumbertoboolean,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-dict_randomization,Classic vector model,47,1,0.0,0.0
libxml2-2.9.3-xmltextreaderreadattributevalue,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlparseelementchildrencontentdecl,Classic vector model,3,1,0.3333333333333333,1.0
libxml2-2.9.3-xmlxpathnextfollowingsibling,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-trio_compiler_supports_unix95,Classic vector model,18,1,0.05555555555555555,1.0
libxml2-2.9.3-htmlreadio,Classic vector model,3,1,0.3333333333333333,1.0
libxml2-2.9.3-xmlcataloglocalresolve,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmlismainthread,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlnewioinputstream,Classic vector model,9,1,0.1111111111111111,1.0
libxml2-2.9.3-xmlcatalogresolvesystem,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-xmltextreadergetremainder,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlpushinput,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmlschemavalidatesetfilename,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-xmltextwriterwriteattributens,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-enfile,Classic vector model,2,1,0.5,1.0
libxml2-2.9.3-xmllistclear,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlxpathpositionfunction,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlucsischerokee,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlnewstringinputstream,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlloadacatalog,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlxpathcmpnodes,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-htmlelementallowedhere,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-xmltextwriterenddocument,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlschemagetcanonvalue,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmlxpathnextparent,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlnodesetname,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-debug_deriv,Classic vector model,62,1,0.0,0.0
libxml2-2.9.3-xmlschemainittypes,Classic vector model,10,1,0.1,1.0
libxml2-2.9.3-xmlmemorystrdup,Classic vector model,11,1,0.09090909090909091,1.0
libxml2-2.9.3-_ieee_fp,Classic vector model,69,1,0.0,0.0
libxml2-2.9.3-xmlbufferempty,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-xmlschemafree,Classic vector model,17,1,0.058823529411764705,1.0
libxml2-2.9.3-xmlthrdefparserinputbuffercreatefilenamedefault,Classic vector model,3,1,0.3333333333333333,1.0
libxml2-2.9.3-xmlucsiscatzs,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-xmlvalidatedocumentfinal,Classic vector model,9,1,0.1111111111111111,1.0
libxml2-2.9.3-xmllistpopfront,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmlshellbase,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlparseentity,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-debug_external_entities,Classic vector model,92,1,0.0,0.0
libxml2-2.9.3-htmlparsecharref,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-htmltaglookup,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-trio_platform_aix,Classic vector model,26,1,0.0,0.0
libxml2-2.9.3-xmlxincludeprocess,Classic vector model,10,1,0.1,1.0
libxml2-2.9.3-xmltextwriterwritevformatdtdinternalentity,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlgetdoccompressmode,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlparserinputbuffercreatefilename,Classic vector model,14,1,0.07142857142857142,1.0
libxml2-2.9.3-htmlcreatefileparserctxt,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmladdelementdecl,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-htmlinitautoclose,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-xmlc14nexecute,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlvalidctxtnormalizeattributevalue,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-htmlsavefileformat,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-xmlmemget,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlnewvalidctxt,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-xmlxpathceilingfunction,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-epipe,Classic vector model,2,1,0.5,1.0
libxml2-2.9.3-xmltextreaderconstprefix,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-libxml_http_enabled,Classic vector model,74,1,0.0,0.0
libxml2-2.9.3-xmlhashlookup3,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-debug_list,Classic vector model,102,1,0.0,0.0
libxml2-2.9.3-xmlmemfree,Classic vector model,11,1,0.09090909090909091,1.0
libxml2-2.9.3-xmlnewpi,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlsax2getparameterentity,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-pic,Classic vector model,11,1,0.0,0.0
libxml2-2.9.3-xmlschemadump,Classic vector model,8,1,0.125,1.0
libxml2-2.9.3-xmlsax2endelementns,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-libxml_legacy_enabled,Classic vector model,65,1,0.015384615384615385,1.0
libxml2-2.9.3-have_ftime,Classic vector model,65,1,0.0,0.0
libxml2-2.9.3-xmlstrsub,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlresetlasterror,Classic vector model,12,1,0.08333333333333333,1.0
libxml2-2.9.3-ecanceled,Classic vector model,2,1,0.5,1.0
libxml2-2.9.3-xmlparsestarttag,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-xmlfreeelementcontent,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlxincludesetflags,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmlxpathnodetrailing,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlucsisunifiedcanadianaboriginalsyllabics,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlmemorydump,Classic vector model,30,1,0.03333333333333333,1.0
libxml2-2.9.3-use_system_iconv,Classic vector model,102,1,0.00980392156862745,1.0
libxml2-2.9.3-xmlschemavalidatefile,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-htmlsaxparsedoc,Classic vector model,4,1,0.25,1.0
libxml2-2.9.3-xmlreadernewwalker,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-xmlthrdeflinenumbersdefaultvalue,Classic vector model,6,1,0.16666666666666666,1.0
libxml2-2.9.3-have_vscanf,Classic vector model,66,1,0.015151515151515152,1.0
libxml2-2.9.3-xmlnewdocprop,Classic vector model,7,1,0.14285714285714285,1.0
libxml2-2.9.3-libxml_iso8859x_enabled,Classic vector model,78,1,0.0,0.0
libxml2-2.9.3-_longlong,Classic vector model,2,1,0.5,1.0
libxml2-2.9.3-_xopen_version,Classic vector model,102,1,0.00980392156862745,1.0
libxml2-2.9.3-xmlencodeentitiesreentrant,Classic vector model,12,1,0.08333333333333333,1.0
libxml2-2.9.3-getaddrinfo,Classic vector model,5,1,0.2,1.0
libxml2-2.9.3-xmlucsiscatpc,Classic vector model,8,1,0.125,1.0
