"sep=,"
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTWSRC.h.xml,HTWSRC_H;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HText.h.xml,HTEXT_H;HyperText;THINK_C;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTioctl.h.xml,UCX$C_IOCTL
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/LYLeaks.h.xml,BStrAlloc;BStrCat;BStrCat0;BStrCopy;BStrCopy0;HTSprintf;HTSprintf0;HTUTILS_H;LYLeakSequence;LY_FIND_LEAKS;LY_FIND_LEAKS_EXTENDED;NO_EXTENDED_MEMORY_TRACKING;NO_MEMORY_TRACKING;StrAllocCat;StrAllocCopy;VMS;__LYLEAKS_H;__cplusplus;calloc;free;malloc;realloc
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/LYexit.h.xml,HTUTILS_H;_WINDOWS;__LYEXIT_H;__cplusplus;exit
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/SGML.c.xml,CALLERDATA;CAN_SWITCH_DISPLAY_CHARSET;CJK_EX;CONV_JISX0201KANA_JISX0208KANA;EXP_JAPANESEUTF8_SUPPORT;NO_LYNX_TRACE;USE_COLOR_STYLE;USE_PRETTYSRC;WIND_DOWN_STACK
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/SGML.h.xml,SGML_H;USE_COLOR_STYLE;USE_JUSTIFY_ELTS;USE_PRETTYSRC;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/UCAux.h.xml,HTSTREAM_H;HTUTILS_H;UCAUX_H;UCDEFS_H;UCMAP_H;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/UCDefs.h.xml,HTUTILS_H;UCDEFS_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/UCMap.h.xml,EXP_JAPANESEUTF8_SUPPORT;HTUTILS_H;UCMAP_H;USE_LOCALE_CHARSET;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/dtd_util.c.xml,USE_COLOR_STYLE;USE_JUSTIFY_ELTS;USE_PRETTYSRC
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/hdr_HTMLDTD.h.xml,__cplusplus;hdr_HTMLDTD_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/src0_HTMLDTD.h.xml,USE_COLOR_STYLE;USE_JUSTIFY_ELTS;USE_PRETTYSRC;once_HTMLDTD;src_HTMLDTD_H0
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/src1_HTMLDTD.h.xml,USE_COLOR_STYLE;USE_JUSTIFY_ELTS;USE_PRETTYSRC;once_HTMLDTD;src_HTMLDTD_H1
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/tidy_tls.h.xml,TIDY_TLS_H
