"sep=,"
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/proc_open.c.xml,DEBUG_PROC_OPEN;WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/proc_open.h.xml,WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/request.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/request.h.xml,_REQUEST_H_
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/response.c.xml,HAVE_LSTAT;USE_OPENSSL;__CYGWIN__;__WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/response.h.xml,_RESPONSE_H_
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/server.c.xml,HAVE_BZLIB_H;HAVE_CHROOT;HAVE_FAMNOEXISTS;HAVE_FAM_H;HAVE_FORK;HAVE_GDBM_H;HAVE_GETOPT_H;HAVE_GETRLIMIT;HAVE_GETUID;HAVE_IPV6;HAVE_ISSETUGID;HAVE_LBER_H;HAVE_LDAP_H;HAVE_LIBBZ2;HAVE_LIBCRYPT;HAVE_LIBLBER;HAVE_LIBLDAP;HAVE_LIBPCRE;HAVE_LIBXML_H;HAVE_LIBZ;HAVE_LUA_H;HAVE_MEMCACHE_H;HAVE_MYSQL;HAVE_PWD_H;HAVE_SIGACTION;HAVE_SIGNAL;HAVE_SQLITE3_H;HAVE_SYS_PRCTL_H;HAVE_SYS_RESOURCE_H;HAVE_SYS_WAIT_H;HAVE_VALGRIND_VALGRIND_H;HAVE_ZLIB_H;PR_SET_DUMPABLE;SA_SIGINFO;SIGTSTP;SIGTTIN;SIGTTOU;USE_ALARM;USE_FREEBSD_KQUEUE;USE_FREEBSD_SENDFILE;USE_LIBEV;USE_LINUX_EPOLL;USE_LINUX_SENDFILE;USE_LINUX_SIGIO;USE_MMAP;USE_OPENSSL;USE_POLL;USE_SELECT;USE_SOLARIS_DEVPOLL;USE_SOLARIS_PORT;USE_SOLARIS_SENDFILEV;USE_WRITEV;__sgi
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/server.h.xml,_SERVER_H_
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/settings.h.xml,FALSE;TRUE;_GNU_SOURCE;_LIGHTTPD_SETTINGS_H_;__GNUC__;__USE_GNU
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/splaytree.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/splaytree.h.xml,_SPLAY_TREE_H_
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/stat_cache.c.xml,DEBUG_STAT_CACHE;HAVE_ATTR_ATTRIBUTES_H;HAVE_FAM_H;HAVE_LSTAT;HAVE_XATTR;MAP_FAILED;O_LARGEFILE
